"age1","age2","age3","minAIC","AIC"
-159.776004104734,-157.779981341646,-159.434476584889,-159.776004104734,1
-196.292411952785,-195.084602786247,-198.021245688378,-198.021245688378,3
-162.458502266137,-160.547343179736,-159.386717537951,-162.458502266137,1
-199.805607152733,-197.851613001702,-196.184235969655,-199.805607152733,1
-152.535127800367,-150.535183513877,-148.906164456575,-152.535127800367,1
-175.640720975568,-173.870696844054,-173.02821624849,-175.640720975568,1
-175.044653425944,-173.077795371157,-171.084902520859,-175.044653425944,1
-153.441791989704,-151.44483440803,-149.45930615299,-153.441791989704,1
-155.240868356132,-153.246432260039,-151.901058725146,-155.240868356132,1
-173.340546967985,-172.028574732361,-170.453568275296,-173.340546967985,1
-173.618598431301,-171.89783401443,-170.068377944583,-173.618598431301,1
-185.358483024916,-183.673189515794,-182.173908311667,-185.358483024916,1
-177.767261108386,-177.952998865655,-176.378056452864,-177.952998865655,2
-168.417147283697,-166.563601548074,-164.949316746055,-168.417147283697,1
-162.373697256591,-161.146605774708,-160.032249956251,-162.373697256591,1
-190.096488995309,-190.715116505408,-190.543260034272,-190.715116505408,2
-168.32590475768,-166.336587509696,-165.957770998844,-168.32590475768,1
-173.355958211165,-171.894639739098,-170.626294004828,-173.355958211165,1
-183.836164262588,-185.075041065109,-183.643881127766,-185.075041065109,2
-176.094553233382,-174.103302935672,-172.790942934294,-176.094553233382,1
-166.059037489495,-164.10967131766,-162.114890506259,-166.059037489495,1
-171.59158149672,-169.595900514122,-167.950918131076,-171.59158149672,1
-181.923521460684,-179.994081744877,-179.136164456469,-181.923521460684,1
-180.147857216695,-178.153774304693,-178.361715847065,-180.147857216695,1
-170.188222014373,-168.188318226071,-166.386125331506,-170.188222014373,1
-177.357290442868,-175.361532223812,-174.399875256686,-177.357290442868,1
-170.875217416653,-168.875876288432,-168.71666701532,-170.875217416653,1
-161.908554604308,-159.971299587753,-159.140136913956,-161.908554604308,1
-158.364937024638,-156.652334823495,-155.438063015352,-158.364937024638,1
-225.060578846343,-223.287843660804,-222.542250771748,-225.060578846343,1
-187.755788346638,-186.065517674091,-184.476136920831,-187.755788346638,1
-180.97999053792,-179.041686297644,-177.203186117279,-180.97999053792,1
-191.155711898971,-189.847200129458,-187.872123245049,-191.155711898971,1
-203.015271242841,-202.2357952759,-200.675250102591,-203.015271242841,1
-148.253050306493,-146.263789539512,-144.315071462851,-148.253050306493,1
-172.836341506836,-171.735429737971,-169.794841705158,-172.836341506836,1
-173.439248093333,-171.682305159169,-172.269456132034,-173.439248093333,1
-168.388433347124,-166.675907075153,-166.114901466203,-168.388433347124,1
-185.845795440992,-184.068093702782,-185.230433498359,-185.845795440992,1
-192.345167429388,-191.216748558009,-190.096152476445,-192.345167429388,1
-155.735475392644,-153.88652064717,-151.964451826358,-155.735475392644,1
-144.501343132493,-143.293303226068,-143.665870510322,-144.501343132493,1
-173.102917672979,-171.140384145572,-170.18287041529,-173.102917672979,1
-213.97126665363,-211.97334526716,-209.993165601812,-213.97126665363,1
-151.08172779532,-149.307816278166,-147.926595691427,-151.08172779532,1
-179.239721153949,-177.243368066642,-175.353740577998,-179.239721153949,1
-190.598298989948,-191.272874639754,-191.062433768304,-191.272874639754,2
-178.778051059356,-178.470881759153,-179.579486212371,-179.579486212371,3
-111.424694310865,-112.546046972241,-110.599590407904,-112.546046972241,2
-130.75352529107,-131.503929399982,-130.315985814376,-131.503929399982,2
-117.774442493187,-115.8803648867,-116.500282691273,-117.774442493187,1
-108.381514018106,-107.254189088718,-108.361714332143,-108.381514018106,1
-116.208695262955,-116.360548124903,-114.503926425655,-116.360548124903,2
-131.516191650776,-130.135872985677,-128.849157625693,-131.516191650776,1
-164.286046789985,-164.157239367745,-162.175841819665,-164.286046789985,1
-188.543816696238,-186.871918757886,-185.73718167645,-188.543816696238,1
-152.747829816746,-151.655492880872,-150.636295404348,-152.747829816746,1
-158.633090103397,-159.889129165976,-162.336832332762,-162.336832332762,3
-148.586291444684,-152.242526026769,-154.935181955358,-154.935181955358,3
-145.6594722935,-148.628562916523,-148.259412254169,-148.628562916523,2
-151.534617974398,-149.910620497589,-148.66342775546,-151.534617974398,1
-124.393939078761,-122.711933443903,-120.761024605154,-124.393939078761,1
-154.4981810922,-153.150192321457,-152.321912460088,-154.4981810922,1
-163.77476691651,-163.34844364912,-162.418339259909,-163.77476691651,1
-171.225425949309,-174.428424295742,-173.560593676435,-174.428424295742,2
-152.60980575831,-150.650793047405,-149.053231544504,-152.60980575831,1
-121.988040655794,-120.0388363032,-118.576033112331,-121.988040655794,1
-167.854606157534,-167.547826282006,-165.765886029938,-167.854606157534,1
-140.559546180283,-139.153857776384,-137.43137880469,-140.559546180283,1
-176.135614610337,-175.015205025662,-176.154248155917,-176.154248155917,3
-163.168750343058,-161.243249663003,-159.446443915093,-163.168750343058,1
-140.022239394668,-139.286643180887,-138.878345975701,-140.022239394668,1
-172.156742322741,-170.35353373856,-169.268599842438,-172.156742322741,1
-184.708856423054,-183.510998819167,-181.541316691744,-184.708856423054,1
-175.884238542964,-174.514559908154,-172.516324112125,-175.884238542964,1
-189.477225865296,-188.885386433201,-186.957080409683,-189.477225865296,1
-173.793357508162,-172.289197862295,-170.749153012063,-173.793357508162,1
-126.187373398134,-124.198516168103,-122.199363980559,-126.187373398134,1
-117.742031382998,-116.04684978272,-116.52059410873,-117.742031382998,1
-168.16068828174,-166.763456487007,-172.228667030701,-172.228667030701,3
-177.56548904665,-175.600550041986,-176.097330351781,-177.56548904665,1
-141.959350017954,-140.286708179681,-139.601439786429,-141.959350017954,1
-119.129314603306,-117.988425919669,-124.404428497208,-124.404428497208,3
-103.372040395764,-101.871867268746,-101.048684319706,-103.372040395764,1
-177.756397090583,-178.585057764883,-176.731495251419,-178.585057764883,2
-184.819528396379,-185.002491494983,-183.074454014246,-185.002491494983,2
-156.271070274988,-154.549787869191,-152.836448288495,-156.271070274988,1
-134.439585467454,-132.450585685456,-131.073194679603,-134.439585467454,1
-133.997988237993,-132.131448118241,-130.983509901554,-133.997988237993,1
-177.707369946009,-177.694481335144,-175.802436845083,-177.707369946009,1
-170.974709713392,-169.064021587754,-167.351396241554,-170.974709713392,1
-134.337217732967,-136.417199881757,-140.273457436665,-140.273457436665,3
-158.725247868208,-161.964240176777,-161.196446745929,-161.964240176777,2
-179.343467946317,-181.751813544256,-179.997889763955,-181.751813544256,2
-228.574401251976,-228.679411031041,-228.005980483604,-228.679411031041,2
-197.629828444923,-198.357010136983,-196.387274780178,-198.357010136983,2
-141.816599698286,-141.713650417859,-140.075945311413,-141.816599698286,1
-168.902824745556,-170.310274457759,-172.666323970806,-172.666323970806,3
-181.757861463676,-180.590710566948,-180.413358754376,-181.757861463676,1
-123.787932582872,-121.899845353807,-120.141595184015,-123.787932582872,1
-157.754358518171,-158.308388483008,-156.393947894589,-158.308388483008,2
-158.113716896463,-159.469385749017,-159.525071913697,-159.525071913697,3
-162.831757767191,-161.471174155241,-162.555107686198,-162.831757767191,1
-182.619080352145,-180.620107819944,-178.636110065943,-182.619080352145,1
-200.664933586453,-199.118264686053,-197.173801996238,-200.664933586453,1
-183.334234239223,-184.944349466764,-184.924305279337,-184.944349466764,2
